year,month,Site,deliverable,n
2020,May,Dallas,Test Protocol,184
2020,May,Dallas,Test Protocol Results,40
2020,May,Dallas,IIVP,16
2020,May,Dallas,System Certification Summary,12
2020,May,Dallas,Software Change Request,10
2020,May,Dallas,IIVP results,7
2020,May,Dallas,FRS,6
2020,May,Dallas,Other,6
2020,May,Dallas,ISSD,5
2020,May,Dallas,URS,5
2020,May,Dallas,CII,4
2020,May,Dallas,Identification of Supporting System Documentation (ISSD) ,4
2020,May,Dallas,Software Compliance Assessment,3
2020,May,Dallas,Traceability,3
2020,May,Dallas,Software Change Request ,3
2020,May,Dallas,Traceability Matrix ,3
2020,May,Dallas,Traceability Matrix - URS-FRS-Protocol ,3
2020,May,Dallas,Maintenance Plan,2
2020,May,Dallas,Configuration Item Inventory (CII) ,2
2020,May,Dallas,Installation Instructions and Verification Protocol ,2
2020,May,Dallas,Software Project Plan,2
2020,May,Dallas,Software Verification & Validation Plan,2
2020,May,Dallas,System Certification Summary and Release Notes ,2
2020,May,Dallas,Test Protocol-12  (Result document),2
2020,May,Dallas,User Requirements Specification (URS) ÿ,2
2020,May,Dallas,Design Documentation,1
2020,May,Dallas,ERES,1
2020,May,Dallas,Project Plan,1
2020,May,Dallas,Risk Assessment,1
2020,May,Dallas,Alinity ci-series LIS Interface Manual (HL7) ,1
2020,May,Dallas,Configuration Item Inventory ,1
2020,May,Dallas,E-record & E-signature Risk Assessment ,1
2020,May,Dallas,Functional Requirements Specification (FRS),1
2020,May,Dallas,Installation Instructions and Verification Protocol,1
2020,May,Dallas,Installation Instructions and Verification Protocol  (Result document),1
2020,May,Dallas,Installation Instructions and Verification Protocol Results ,1
2020,May,Dallas,Software Architecture Description (SAD) ,1
2020,May,Dallas,Software Compliance (Validation) Assessment ,1
2020,May,Dallas,Software Design Description ,1
2020,May,Dallas,Test Protocol-03 VERA  (Result document),1
2020,May,Dallas,"Test Protocol-03 VERA Test ID 363, 364, and 365",1
2020,May,Dallas,Test Protocol-07  (Result document),1
2020,May,Dallas,Test Protocol-07 VERA ,1
2020,May,Dallas,Test Protocol-08  (Result document),1
2020,May,Dallas,Test Protocol-08 VERA,1
2020,May,Dallas,Test Protocol-12 ,1
2020,May,Dallas,Test Protocol 01 Result (Passed) ,1
2020,May,Dallas,Test Protocol 01 ÿ,1
2020,May,Dallas,Test Protocol 02,1
2020,May,Dallas,Test Protocol 02 - Result (Passed) ,1
2020,May,Dallas,Test Protocol 03 ,1
2020,May,Dallas,Test Protocol 03 - Result (Passed) ,1
2020,May,Dallas,Test Protocol 04 ,1
2020,May,Dallas,Test Protocol 04 - Result (Passed) Approval date is the approval date of Run ID that complete the test protocol.,1
2020,May,Dallas,Test Protocol 05 ,1
2020,May,Dallas,Test Protocol 05 - Result (Passed) ,1
2020,May,Dallas,User Documentation (UDOC) ,1
2020,May,Dallas,User Requirements Specification ,1
2020,May,LC/Div,Test Protocol Results,338
2020,May,LC/Div,Test Protocol,71
2020,May,LC/Div,FRS,32
2020,May,LC/Div,URS,31
2020,May,LC/Div,IIVP results,18
2020,May,LC/Div,IIVP,16
2020,May,LC/Div,Software Change Request,13
2020,May,LC/Div,CII,11
2020,May,LC/Div,Software Compliance Assessment,11
2020,May,LC/Div,URS/FRS,8
2020,May,LC/Div,IIVP Results,7
2020,May,LC/Div,System Certification Summary,7
2020,May,LC/Div,Validation Plan,6
2020,May,LC/Div,ERES,5
2020,May,LC/Div,Traceability,5
2020,May,LC/Div,Maintenance Plan,4
2020,May,LC/Div,Move to Production,4
2020,May,LC/Div,IDP,3
2020,May,LC/Div,Project Plan,3
2020,May,LC/Div,Design Documentation,1
2020,May,LC/Div,ISSD,1
2020,May,LC/Div,Release Notes,1
2020,May,Wiesbaden,URS,5
2020,May,Wiesbaden,IA,5
2020,May,Wiesbaden,SPVP,4
2020,May,Wiesbaden,URS/FRS/TM,4
2020,May,Wiesbaden,TPR,3
2020,May,Wiesbaden,IDP,2
2020,May,Wiesbaden,URS/FRS,2
2020,May,Wiesbaden,DV-UT,2
2020,May,Wiesbaden,IDP/IIVP,2
2020,May,Wiesbaden,IVR,2
2020,May,Wiesbaden,MP,2
2020,May,Wiesbaden,SCS/RN,2
2020,May,Wiesbaden,TP,2
2020,May,Wiesbaden,CII,1
2020,May,Wiesbaden,SCA,1
2020,May,Wiesbaden,SCR,1
2020,May,Wiesbaden,SE,1
2020,May,Wiesbaden,SPR,1
